; Composite MgII index V5  mark.weber@uni-bremen.de 20220213
;
;  1       N7/N9/N11 (Viereck 1999)   3892
;  2                        N7/SBUV     50
;  3                       N9/SBUV2      9
;  4                      N11/SBUV2     17
;  5                      N16/SBUV2    181
;  6                      N17/SBUV2      3
;  7                      N18/SBUV2      1
;  8      U/SOLSTICE (de Toma 1997)      0
;  9           U/SOLSTICE (classic)   1369
; 10                          SUSIM    109
  2010.70274 09 14 0.15354  4.08e-04  15
  2010.70548 09 15 0.15372  4.08e-04  15
  2010.70822 09 16 0.15384  4.08e-04  15
  2010.71096 09 17 0.15415  4.09e-04  15
  2010.71370 09 18 0.15433  4.09e-04  15
  2010.71644 09 19 0.15447  4.09e-04  15
  2010.71918 09 20 0.15458  4.09e-04  15
  2010.72192 09 21 0.15445  4.09e-04  15
  2010.72466 09 22 0.15419  4.09e-04  15
  2010.72740 09 23 0.15413  4.09e-04  15
  2010.73014 09 24 0.15383  4.08e-04  15
  2010.73288 09 25 0.15373  4.08e-04  15
  2010.73562 09 26 0.15380  4.08e-04  15
  2010.73836 09 27 0.15382  4.08e-04  15
  2010.74110 09 28 0.15389  4.09e-04  15
  2010.74384 09 29 0.15399  4.09e-04  15
  2010.74658 09 30 0.15369  4.08e-04  15
  2010.74932 10 01 0.15356  4.08e-04  15
  2010.75205 10 02 0.15335  4.08e-04  15
  2010.75479 10 03 0.15242  4.07e-04  15
  2010.75753 10 04 0.15232  4.07e-04  15
  2010.76027 10 05 0.15219  3.49e-04   5
  2010.76301 10 06 0.15171  4.06e-04  15
  2010.76575 10 07 0.15149  4.06e-04  15
  2010.76849 10 08 0.15161  4.06e-04  15
  2010.77123 10 09 0.15182  4.06e-04  15
  2010.77397 10 10 0.15210  4.07e-04  15
  2010.77671 10 11 0.15227  4.07e-04  15
  2010.77945 10 12 0.15235  4.07e-04  15
  2010.78219 10 13 0.15277  4.07e-04  15
  2010.78493 10 14 0.15336  4.08e-04  15
  2010.78767 10 15 0.15395  4.09e-04  15
  2010.79041 10 16 0.15416  4.09e-04  15
  2010.79315 10 17 0.15401  4.09e-04  15
  2010.79589 10 18 0.15421  4.09e-04  15
  2010.79863 10 19 0.15446  4.09e-04  15
  2010.80137 10 20 0.15407  4.09e-04  15
  2010.80411 10 21 0.15383  4.08e-04  15
  2010.80685 10 22 0.15360  4.08e-04  15
  2010.80959 10 23 0.15341  4.08e-04  15
  2010.81233 10 24 0.15357  4.08e-04  15
  2010.81507 10 25 0.15353  4.08e-04  15
  2010.81781 10 26 0.15358  4.08e-04  15
  2010.82055 10 27 0.15292  4.07e-04  15
  2010.82329 10 28 0.15268  4.07e-04  15
  2010.82603 10 29 0.15239  4.07e-04  15
  2010.82877 10 30 0.15232  4.07e-04  15
  2010.83151 10 31 0.15231  4.07e-04  15
  2010.83425 11 01 0.15162  4.06e-04  15
  2010.83699 11 02 0.15152  4.06e-04  15
  2010.83973 11 03 0.15158  4.06e-04  15
  2010.84247 11 04 0.15181  4.06e-04  15
  2010.84521 11 05 0.15250  4.07e-04  15
  2010.84795 11 06 0.15314  4.08e-04  15
  2010.85068 11 07 0.15360  4.08e-04  15
  2010.85342 11 08 0.15368  4.08e-04  15
  2010.85616 11 09 0.15390  4.09e-04  15
  2010.85890 11 10 0.15406  4.09e-04  15
  2010.86164 11 11 0.15409  4.09e-04  15
  2010.86438 11 12 0.15388  4.09e-04  15
  2010.86712 11 13 0.15425  4.09e-04  15
  2010.86986 11 14 0.15402  4.09e-04  15
  2010.87260 11 15 0.15431  4.09e-04  15
  2010.87534 11 16 0.15413  4.09e-04  15
  2010.87808 11 17 0.15415  4.09e-04  15
  2010.88082 11 18 0.15397  4.09e-04  15
  2010.88356 11 19 0.15376  4.08e-04  15
  2010.88630 11 20 0.15319  4.08e-04  15
  2010.88904 11 21 0.15295  4.08e-04  15
  2010.89178 11 22 0.15281  4.07e-04  15
  2010.89452 11 23 0.15290  4.07e-04  15
  2010.89726 11 24 0.15274  4.07e-04  15
  2010.90000 11 25 0.15265  4.07e-04  15
  2010.90274 11 26 0.15228  4.07e-04  15
  2010.90548 11 27 0.15213  4.07e-04  15
  2010.90822 11 28 0.15221  4.07e-04  15
  2010.91096 11 29 0.15170  4.06e-04  15
  2010.91370 11 30 0.15191  4.06e-04  15
  2010.91644 12 01 0.15230  4.07e-04  15
  2010.91918 12 02 0.15247  4.07e-04  15
  2010.92192 12 03 0.15321  4.08e-04  15
  2010.92466 12 04 0.15341  4.08e-04  15
  2010.92740 12 05 0.15359  4.08e-04  15
  2010.93014 12 06 0.15364  4.08e-04  15
  2010.93288 12 07 0.15392  4.09e-04  15
  2010.93562 12 08 0.15398  4.09e-04  15
  2010.93836 12 09 0.15375  4.08e-04  15
  2010.94110 12 10 0.15371  4.08e-04  15
  2010.94384 12 11 0.15354  4.08e-04  15
  2010.94658 12 12 0.15399  4.09e-04  15
  2010.94932 12 13 0.15392  4.09e-04  15
  2010.95205 12 14 0.15385  4.08e-04  15
  2010.95479 12 15 0.15327  4.08e-04  15
  2010.95753 12 16 0.15308  4.08e-04  15
  2010.96027 12 17 0.15300  4.08e-04  15
  2010.96301 12 18 0.15306  4.08e-04  15
  2010.96575 12 19 0.15294  4.08e-04  15
  2010.96849 12 20 0.15288  4.07e-04  15
  2010.97123 12 21 0.15304  4.08e-04  15
  2010.97397 12 22 0.15285  4.07e-04  15
  2010.97671 12 23 0.15286  4.07e-04  15
  2010.97945 12 24 0.15223  4.07e-04  15
  2010.98219 12 25 0.15218  4.07e-04  15
  2010.98493 12 26 0.15188  4.06e-04  15
  2010.98767 12 27 0.15193  4.07e-04  15
  2010.99041 12 28 0.15178  4.06e-04  15
  2010.99315 12 29 0.15193  4.07e-04  15
  2010.99589 12 30 0.15236  4.07e-04  15
  2010.99863 12 31 0.15306  4.08e-04  15
  2011.00137 01 01 0.15385  4.09e-04  15
  2011.00411 01 02 0.15386  4.09e-04  15
  2011.00685 01 03 0.15397  4.09e-04  15
  2011.00959 01 04 0.15461  4.09e-04  15
  2011.01233 01 05 0.15441  4.09e-04  15
  2011.01507 01 06 0.15413  4.09e-04  15
  2011.01781 01 07 0.15413  4.09e-04  15
  2011.02055 01 08 0.15367  4.08e-04  15
  2011.02329 01 09 0.15366  4.08e-04  15
  2011.02603 01 10 0.15350  4.08e-04  15
  2011.02877 01 11 0.15277  4.07e-04  15
  2011.03151 01 12 0.15266  4.07e-04  15
  2011.03425 01 13 0.15242  4.07e-04  15
  2011.03699 01 14 0.15193  4.07e-04  15
  2011.03973 01 15 0.15223  4.07e-04  15
  2011.04247 01 16 0.15253  4.07e-04  15
  2011.04521 01 17 0.15281  4.07e-04  15
  2011.04795 01 18 0.15299  4.08e-04  15
  2011.05068 01 19 0.15284  4.07e-04  15
  2011.05342 01 20 0.15271  4.07e-04  15
  2011.05616 01 21 0.15298  4.08e-04  15
  2011.05890 01 22 0.15296  4.08e-04  15
  2011.06164 01 23 0.15270  4.07e-04  15
  2011.06438 01 24 0.15247  4.07e-04  15
  2011.06712 01 25 0.15208  4.07e-04  15
  2011.06986 01 26 0.15185  4.06e-04  15
  2011.07260 01 27 0.15193  4.07e-04  15
  2011.07534 01 28 0.15176  4.06e-04  15
  2011.07808 01 29 0.15242  4.07e-04  15
  2011.08082 01 30 0.15273  4.07e-04  15
  2011.08356 01 31 0.15290  4.07e-04  15
  2011.08630 02 01 0.15308  4.08e-04  15
  2011.08904 02 02 0.15332  4.08e-04  15
  2011.09178 02 03 0.15356  4.08e-04  15
  2011.09452 02 04 0.15391  4.09e-04  15
  2011.09726 02 05 0.15366  4.08e-04  15
  2011.10000 02 06 0.15338  4.08e-04  15
  2011.10274 02 07 0.15331  4.08e-04  15
  2011.10548 02 08 0.15357  4.08e-04  15
  2011.10822 02 09 0.15378  4.08e-04  15
  2011.11096 02 10 0.15351  4.08e-04  15
  2011.11370 02 11 0.15358  4.08e-04  15
  2011.11644 02 12 0.15436  4.09e-04  15
  2011.11918 02 13 0.15530  4.10e-04  15
  2011.12192 02 14 0.15554  4.11e-04  15
  2011.12466 02 15 0.15586  4.11e-04  15
  2011.12740 02 16 0.15575  4.11e-04  15
  2011.13014 02 17 0.15548  4.10e-04  15
  2011.13288 02 18 0.15575  4.11e-04  15
  2011.13562 02 19 0.15506  4.10e-04  15
  2011.13836 02 20 0.15419  4.09e-04  15
  2011.14110 02 21 0.15337  4.08e-04  15
  2011.14384 02 22 0.15301  4.08e-04  15
  2011.14658 02 23 0.15257  4.07e-04  15
  2011.14932 02 24 0.15185  4.06e-04  15
  2011.15205 02 25 0.15208  4.07e-04  15
  2011.15479 02 26 0.15244  4.07e-04  15
  2011.15753 02 27 0.15315  4.08e-04  15
  2011.16027 02 28 0.15382  4.08e-04  15
  2011.16301 03 01 0.15474  4.10e-04  15
  2011.16575 03 02 0.15508  4.10e-04  15
  2011.16849 03 03 0.15573  4.11e-04  15
  2011.17123 03 04 0.15608  4.11e-04  15
  2011.17397 03 05 0.15672  4.12e-04  15
  2011.17671 03 06 0.15737  4.13e-04  15
  2011.17945 03 07 0.15763  4.13e-04  15
  2011.18219 03 08 0.15792  4.14e-04  15
  2011.18493 03 09 0.15705  4.13e-04  15
  2011.18767 03 10 0.15631  4.12e-04  15
  2011.19041 03 11 0.15663  4.12e-04  15
  2011.19315 03 12 0.15693  4.12e-04  15
  2011.19589 03 13 0.15679  4.12e-04  15
  2011.19863 03 14 0.15636  4.12e-04  15
  2011.20137 03 15 0.15584  4.11e-04  15
  2011.20411 03 16 0.15527  4.10e-04  15
  2011.20685 03 17 0.15438  4.09e-04  15
  2011.20959 03 18 0.15403  4.09e-04  15
  2011.21233 03 19 0.15352  4.08e-04  15
  2011.21507 03 20 0.15299  4.08e-04  15
  2011.21781 03 21 0.15310  4.08e-04  15
  2011.22055 03 22 0.15292  4.07e-04  15
  2011.22329 03 23 0.15354  4.08e-04  15
  2011.22603 03 24 0.15447  4.09e-04  15
  2011.22877 03 25 0.15554  4.11e-04  15
  2011.23151 03 26 0.15684  4.12e-04  15
  2011.23425 03 27 0.15800  4.14e-04  15
  2011.23699 03 28 0.15857  4.15e-04  15
  2011.23973 03 29 0.15902  4.16e-04  15
  2011.24247 03 30 0.15969  4.17e-04  15
  2011.24521 03 31 0.15969  4.17e-04  15
  2011.24795 04 01 0.15988  4.17e-04  15
  2011.25068 04 02 0.15962  4.17e-04  15
  2011.25342 04 03 0.15948  4.16e-04  15
  2011.25616 04 04 0.15902  4.16e-04  15
  2011.25890 04 05 0.15866  4.15e-04  15
  2011.26164 04 06 0.15813  4.14e-04  15
  2011.26438 04 07 0.15813  4.14e-04  15
  2011.26712 04 08 0.15781  4.14e-04  15
  2011.26986 04 09 0.15798  4.14e-04  15
  2011.27260 04 10 0.15767  4.13e-04  15
  2011.27534 04 11 0.15715  4.13e-04  15
  2011.27808 04 12 0.15745  4.13e-04  15
  2011.28082 04 13 0.15739  4.13e-04  15
  2011.28356 04 14 0.15758  4.13e-04  15
  2011.28630 04 15 0.15742  4.13e-04  15
  2011.28904 04 16 0.15667  4.12e-04  15
  2011.29178 04 17 0.15627  4.11e-04  15
  2011.29452 04 18 0.15602  4.11e-04  15
  2011.29726 04 19 0.15565  4.11e-04  15
  2011.30000 04 20 0.15590  4.11e-04  15
  2011.30274 04 21 0.15641  4.12e-04  15
  2011.30548 04 22 0.15726  4.13e-04  15
  2011.30822 04 23 0.15742  4.13e-04  15
  2011.31096 04 24 0.15783  4.14e-04  15
  2011.31370 04 25 0.15818  4.14e-04  15
  2011.31644 04 26 0.15835  4.15e-04  15
  2011.31918 04 27 0.15870  4.15e-04  15
  2011.32192 04 28 0.15851  4.15e-04  15
  2011.32466 04 29 0.15862  4.15e-04  15
  2011.32740 04 30 0.15818  4.14e-04  15
  2011.33014 05 01 0.15764  4.13e-04  15
  2011.33288 05 02 0.15696  4.12e-04  15
  2011.33562 05 03 0.15734  4.13e-04  15
  2011.33836 05 04 0.15779  4.14e-04  15
  2011.34110 05 05 0.15767  4.13e-04  15
  2011.34384 05 06 0.15744  4.13e-04  15
  2011.34658 05 07 0.15761  4.13e-04  15
  2011.34932 05 08 0.15752  4.13e-04  15
  2011.35205 05 09 0.15787  4.14e-04  15
  2011.35479 05 10 0.15722  4.13e-04  15
  2011.35753 05 11 0.15656  4.12e-04  15
  2011.36027 05 12 0.15603  4.11e-04  15
  2011.36301 05 13 0.15545  4.10e-04  15
  2011.36575 05 14 0.15537  4.10e-04  15
  2011.36849 05 15 0.15508  4.10e-04  15
  2011.37123 05 16 0.15472  4.10e-04  15
  2011.37397 05 17 0.15490  4.10e-04  15
  2011.37671 05 18 0.15500  4.10e-04  15
  2011.37945 05 19 0.15470  4.09e-04  15
  2011.38219 05 20 0.15469  4.09e-04  15
  2011.38493 05 21 0.15422  4.09e-04  15
  2011.38767 05 22 0.15545  4.10e-04  15
  2011.39041 05 23 0.15558  4.11e-04  15
  2011.39315 05 24 0.15537  4.10e-04  15
  2011.39589 05 25 0.15514  4.10e-04  15
  2011.39863 05 26 0.15491  4.10e-04  15
  2011.40137 05 27 0.15522  4.10e-04  15
  2011.40411 05 28 0.15551  4.10e-04  15
  2011.40685 05 29 0.15633  4.12e-04  15
  2011.40959 05 30 0.15674  4.12e-04  15
  2011.41233 05 31 0.15686  4.12e-04  15
  2011.41507 06 01 0.15761  4.13e-04  15
  2011.41781 06 02 0.15830  4.14e-04  15
  2011.42055 06 03 0.15814  4.14e-04  15
  2011.42329 06 04 0.15829  4.14e-04  15
  2011.42603 06 05 0.15842  4.15e-04  15
  2011.42877 06 06 0.15787  4.14e-04  15
  2011.43151 06 07 0.15706  4.13e-04  15
  2011.43425 06 08 0.15631  4.12e-04  15
  2011.43699 06 09 0.15541  4.10e-04  15
  2011.43973 06 10 0.15485  4.10e-04  15
  2011.44247 06 11 0.15432  4.09e-04  15
  2011.44521 06 12 0.15422  4.09e-04  15
  2011.44795 06 13 0.15382  4.08e-04  15
  2011.45068 06 14 0.15429  4.09e-04  15
  2011.45342 06 15 0.15516  4.10e-04  15
  2011.45616 06 16 0.15587  4.11e-04  15
  2011.45890 06 17 0.15664  4.12e-04  15
  2011.46164 06 18 0.15687  4.12e-04  15
  2011.46438 06 19 0.15730  4.13e-04  15
  2011.46712 06 20 0.15730  4.13e-04  15
  2011.46986 06 21 0.15691  4.12e-04  15
  2011.47260 06 22 0.15681  4.12e-04  15
  2011.47534 06 23 0.15655  4.12e-04  15
  2011.47808 06 24 0.15692  4.12e-04  15
  2011.48082 06 25 0.15621  4.11e-04  15
  2011.48356 06 26 0.15555  4.11e-04  15
  2011.48630 06 27 0.15491  4.10e-04  15
  2011.48904 06 28 0.15454  4.09e-04  15
  2011.49178 06 29 0.15518  4.10e-04  15
  2011.49452 06 30 0.15501  4.10e-04  15
  2011.49726 07 01 0.15557  4.11e-04  15
  2011.50000 07 02 0.15504  4.10e-04  15
  2011.50274 07 03 0.15505  4.10e-04  15
  2011.50548 07 04 0.15489  4.10e-04  15
  2011.50822 07 05 0.15448  4.09e-04  15
  2011.51096 07 06 0.15471  4.09e-04  15
  2011.51370 07 07 0.15444  4.09e-04  15
  2011.51644 07 08 0.15431  4.09e-04  15
  2011.51918 07 09 0.15414  4.09e-04  15
  2011.52192 07 10 0.15396  4.09e-04  15
  2011.52466 07 11 0.15478  4.10e-04  15
  2011.52740 07 12 0.15516  4.10e-04  15
  2011.53014 07 13 0.15625  4.11e-04  15
  2011.53288 07 14 0.15683  4.12e-04  15
  2011.53562 07 15 0.15709  4.13e-04  15
  2011.53836 07 16 0.15733  4.13e-04  15
  2011.54110 07 17 0.15764  4.13e-04  15
  2011.54384 07 18 0.15821  4.14e-04  15
  2011.54658 07 19 0.15787  4.14e-04  15
  2011.54932 07 20 0.15740  4.13e-04  15
  2011.55205 07 21 0.15672  4.12e-04  15
  2011.55479 07 22 0.15583  4.11e-04  15
  2011.55753 07 23 0.15556  4.11e-04  15
  2011.56027 07 24 0.15498  4.10e-04  15
  2011.56301 07 25 0.15418  4.09e-04  15
  2011.56575 07 26 0.15424  4.09e-04  15
  2011.56849 07 27 0.15483  4.10e-04  15
  2011.57123 07 28 0.15586  4.11e-04  15
  2011.57397 07 29 0.15618  4.11e-04  15
  2011.57671 07 30 0.15593  4.11e-04  15
  2011.57945 07 31 0.15622  4.11e-04  15
  2011.58219 08 01 0.15679  4.12e-04  15
  2011.58493 08 02 0.15633  4.12e-04  15
  2011.58767 08 03 0.15656  4.12e-04  15
  2011.59041 08 04 0.15654  4.12e-04  15
  2011.59315 08 05 0.15633  4.12e-04  15
  2011.59589 08 06 0.15579  4.11e-04  15
  2011.59863 08 07 0.15571  4.11e-04  15
  2011.60137 08 08 0.15565  4.11e-04  15
  2011.60411 08 09 0.15524  4.10e-04  15
  2011.60685 08 10 0.15527  4.10e-04  15
  2011.60959 08 11 0.15556  4.11e-04  15
  2011.61233 08 12 0.15530  4.10e-04  15
  2011.61507 08 13 0.15514  4.10e-04  15
  2011.61781 08 14 0.15524  4.10e-04  15
  2011.62055 08 15 0.15465  4.09e-04  15
  2011.62329 08 16 0.15520  4.10e-04  15
  2011.62603 08 17 0.15602  4.11e-04  15
  2011.62877 08 18 0.15623  4.11e-04  15
  2011.63151 08 19 0.15607  4.11e-04  15
  2011.63425 08 20 0.15577  4.11e-04  15
  2011.63699 08 21 0.15584  4.11e-04  15
  2011.63973 08 22 0.15640  4.12e-04  15
  2011.64247 08 23 0.15683  4.12e-04  15
  2011.64521 08 24 0.15738  4.13e-04  15
  2011.64795 08 25 0.15762  4.13e-04  15
  2011.65068 08 26 0.15795  4.14e-04  15
  2011.65342 08 27 0.15747  4.13e-04  15
  2011.65616 08 28 0.15711  4.13e-04  15
  2011.65890 08 29 0.15640  4.12e-04  15
  2011.66164 08 30 0.15681  4.12e-04  15
  2011.66438 08 31 0.15757  4.13e-04  15
  2011.66712 09 01 0.15774  4.14e-04  15
  2011.66986 09 02 0.15771  4.14e-04  15
  2011.67260 09 03 0.15772  4.14e-04  15
  2011.67534 09 04 0.15765  4.13e-04  15
  2011.67808 09 05 0.15751  4.13e-04  15
  2011.68082 09 06 0.15720  4.13e-04  15
  2011.68356 09 07 0.15700  4.13e-04  15
  2011.68630 09 08 0.15704  4.13e-04  15
  2011.68904 09 09 0.15712  4.13e-04  15
  2011.69178 09 10 0.15678  4.12e-04  15
  2011.69452 09 11 0.15679  4.12e-04  15
  2011.69726 09 12 0.15762  4.13e-04  15
  2011.70000 09 13 0.15878  4.15e-04  15
  2011.70274 09 14 0.15952  4.16e-04  15
  2011.70548 09 15 0.16020  4.17e-04  15
  2011.70822 09 16 0.16075  4.18e-04  15
  2011.71096 09 17 0.16046  4.18e-04  15
  2011.71370 09 18 0.16096  4.19e-04  15
  2011.71644 09 19 0.16070  4.18e-04  15
  2011.71918 09 20 0.16049  4.18e-04  15
  2011.72192 09 21 0.16044  4.18e-04  15
  2011.72466 09 22 0.16089  4.19e-04  15
  2011.72740 09 23 0.16000  4.17e-04  15
  2011.73014 09 24 0.15957  4.16e-04  15
  2011.73288 09 25 0.15950  4.16e-04  15
  2011.73562 09 26 0.15947  4.16e-04  15
  2011.73836 09 27 0.15958  4.16e-04  15
  2011.74110 09 28 0.15945  4.06e-04   5
  2011.74384 09 29 0.15933  4.16e-04  15
  2011.74658 09 30 0.15883  4.15e-04  15
  2011.74932 10 01 0.15884  4.15e-04  15
  2011.75205 10 02 0.15855  4.15e-04  15
  2011.75479 10 03 0.15902  4.16e-04  15
  2011.75753 10 04 0.15969  4.17e-04  15
  2011.76027 10 05 0.15969  4.17e-04  15
  2011.76301 10 06 0.15945  4.16e-04  15
  2011.76575 10 07 0.15886  4.15e-04  15
  2011.76849 10 08 0.15875  4.15e-04  15
  2011.77123 10 09 0.15896  4.15e-04  15
  2011.77397 10 10 0.15931  4.16e-04  15
  2011.77671 10 11 0.15962  4.17e-04  15
  2011.77945 10 12 0.16059  4.18e-04  15
  2011.78219 10 13 0.16068  4.18e-04  15
  2011.78493 10 14 0.16062  4.18e-04  15
  2011.78767 10 15 0.16091  4.19e-04  15
  2011.79041 10 16 0.16120  4.19e-04  15
  2011.79315 10 17 0.16109  4.19e-04  15
  2011.79589 10 18 0.16114  4.19e-04  15
  2011.79863 10 19 0.16150  4.20e-04  15
  2011.80137 10 20 0.16209  4.21e-04  15
  2011.80411 10 21 0.16209  4.21e-04  15
  2011.80685 10 22 0.16204  4.21e-04  15
  2011.80959 10 23 0.16125  4.27e-04   5
  2011.81233 10 24 0.16113  4.25e-04   5
  2011.81507 10 25 0.16048  4.18e-04  15
  2011.81781 10 26 0.16041  4.18e-04  15
  2011.82055 10 27 0.15974  4.17e-04  15
  2011.82329 10 28 0.15893  4.15e-04  15
  2011.82603 10 29 0.15817  4.14e-04  15
  2011.82877 10 30 0.15816  4.14e-04  15
  2011.83151 10 31 0.15773  4.14e-04  15
  2011.83425 11 01 0.15800  4.14e-04  15
  2011.83699 11 02 0.15919  4.16e-04  15
  2011.83973 11 03 0.15991  4.17e-04  15
  2011.84247 11 04 0.16032  4.18e-04  15
  2011.84521 11 05 0.16117  4.19e-04  15
  2011.84795 11 06 0.16241  4.21e-04  15
  2011.85068 11 07 0.16339  4.23e-04  15
  2011.85342 11 08 0.16423  4.25e-04  15
  2011.85616 11 09 0.16500  4.27e-04  15
  2011.85890 11 10 0.16535  4.27e-04  15
  2011.86164 11 11 0.16465  4.26e-04  15
  2011.86438 11 12 0.16397  4.24e-04  15
  2011.86712 11 13 0.16388  4.24e-04  15
  2011.86986 11 14 0.16278  4.22e-04  15
  2011.87260 11 15 0.16180  4.20e-04  15
  2011.87534 11 16 0.16141  4.20e-04  15
  2011.87808 11 17 0.16143  4.20e-04  15
  2011.88082 11 18 0.16104  4.19e-04  15
  2011.88356 11 19 0.16153  4.20e-04  15
  2011.88630 11 20 0.16187  4.20e-04  15
  2011.88904 11 21 0.16211  4.21e-04  15
  2011.89178 11 22 0.16249  4.22e-04  15
  2011.89452 11 23 0.16192  4.21e-04  15
  2011.89726 11 24 0.16103  4.19e-04  15
  2011.90000 11 25 0.16088  4.19e-04  15
  2011.90274 11 26 0.16005  4.17e-04  15
  2011.90548 11 27 0.15962  4.17e-04  15
  2011.90822 11 28 0.15984  4.17e-04  15
  2011.91096 11 29 0.15967  4.17e-04  15
  2011.91370 11 30 0.16011  4.17e-04  15
  2011.91644 12 01 0.16061  4.18e-04  15
  2011.91918 12 02 0.16155  4.20e-04  15
  2011.92192 12 03 0.16263  4.22e-04  15
  2011.92466 12 04 0.16371  4.24e-04  15
  2011.92740 12 05 0.16428  4.25e-04  15
  2011.93014 12 06 0.16369  4.24e-04  15
  2011.93288 12 07 0.16362  4.24e-04  15
  2011.93562 12 08 0.16383  4.24e-04  15
  2011.93836 12 09 0.16292  4.22e-04  15
  2011.94110 12 10 0.16132  4.19e-04  15
  2011.94384 12 11 0.16094  4.19e-04  15
  2011.94658 12 12 0.15986  4.17e-04  15
  2011.94932 12 13 0.15984  4.17e-04  15
  2011.95205 12 14 0.15999  4.17e-04  15
  2011.95479 12 15 0.15972  4.17e-04  15
  2011.95753 12 16 0.15988  4.17e-04  15
  2011.96027 12 17 0.16060  4.18e-04  15
  2011.96301 12 18 0.16073  4.18e-04  15
  2011.96575 12 19 0.16086  4.19e-04  15
  2011.96849 12 20 0.16113  4.19e-04  15
  2011.97123 12 21 0.16107  4.19e-04  15
  2011.97397 12 22 0.16064  4.18e-04  15
  2011.97671 12 23 0.16000  4.17e-04  15
  2011.97945 12 24 0.15928  4.16e-04  15
  2011.98219 12 25 0.15957  4.16e-04  15
  2011.98493 12 26 0.15989  4.17e-04  15
  2011.98767 12 27 0.15932  4.16e-04  15
  2011.99041 12 28 0.15992  3.81e-04  12
  2011.99315 12 29 0.16026  4.18e-04  15
  2011.99589 12 30 0.16039  4.18e-04  15
  2011.99863 12 31 0.16064  3.84e-04  12
  2012.00137 01 01 0.16115  2.01e-04  13
  2012.00410 01 02 0.16041  4.18e-04  15
  2012.00683 01 03 0.16092  4.19e-04  15
  2012.00956 01 04 0.16110  4.19e-04  15
  2012.01230 01 05 0.16162  4.20e-04  15
  2012.01503 01 06 0.16061  4.18e-04  15
  2012.01776 01 07 0.16010  4.17e-04  15
  2012.02049 01 08 0.15941  4.16e-04  15
  2012.02322 01 09 0.15867  4.15e-04  15
  2012.02596 01 10 0.15804  4.14e-04  15
  2012.02869 01 11 0.15766  4.13e-04  15
  2012.03142 01 12 0.15735  4.13e-04  15
  2012.03415 01 13 0.15727  4.13e-04  15
  2012.03689 01 14 0.15800  4.14e-04  15
  2012.03962 01 15 0.15858  4.15e-04  15
  2012.04235 01 16 0.15971  4.17e-04  15
  2012.04508 01 17 0.16045  4.18e-04  15
  2012.04781 01 18 0.16048  4.18e-04  15
  2012.05055 01 19 0.15980  4.17e-04  15
  2012.05328 01 20 0.15942  4.16e-04  15
  2012.05601 01 21 0.15964  4.17e-04  15
  2012.05874 01 22 0.15965  4.17e-04  15
  2012.06148 01 23 0.15965  4.17e-04  15
  2012.06421 01 24 0.15931  4.16e-04  15
  2012.06694 01 25 0.15880  4.15e-04  15
  2012.06967 01 26 0.15844  4.15e-04  15
  2012.07240 01 27 0.15787  4.14e-04  15
  2012.07514 01 28 0.15867  1.98e-04  13
  2012.07787 01 29 0.15949  1.99e-04  13
  2012.08060 01 30 0.15950  1.99e-04  13
  2012.08333 01 31 0.15949  4.16e-04  15
  2012.08607 02 01 0.15907  4.16e-04  15
  2012.08880 02 02 0.15913  1.99e-04  13
  2012.09153 02 03 0.15808  4.14e-04  15
  2012.09426 02 04 0.15743  4.13e-04  15
  2012.09699 02 05 0.15697  4.12e-04  15
  2012.09973 02 06 0.15625  4.11e-04  15
  2012.10246 02 07 0.15562  4.11e-04  15
  2012.10519 02 08 0.15528  4.10e-04  15
  2012.10792 02 09 0.15504  4.10e-04  15
  2012.11066 02 10 0.15568  4.11e-04  15
  2012.11339 02 11 0.15570  4.11e-04  15
  2012.11612 02 12 0.15639  4.12e-04  15
  2012.11885 02 13 0.15690  4.12e-04  15
  2012.12158 02 14 0.15715  4.13e-04  15
  2012.12432 02 15 0.15720  4.13e-04  15
  2012.12705 02 16 0.15773  1.97e-04  13
  2012.12978 02 17 0.15671  4.12e-04  15
  2012.13251 02 18 0.15752  1.97e-04  13
  2012.13525 02 19 0.15674  4.12e-04  15
  2012.13798 02 20 0.15697  4.12e-04  15
  2012.14071 02 21 0.15665  4.12e-04  15
  2012.14344 02 22 0.15662  4.12e-04  15
  2012.14617 02 23 0.15701  1.96e-04  13
  2012.14891 02 24 0.15748  1.97e-04  13
  2012.15164 02 25 0.15743  4.13e-04  15
  2012.15437 02 26 0.15796  4.14e-04  15
  2012.15710 02 27 0.15824  4.14e-04  15
  2012.15984 02 28 0.15845  4.15e-04  15
  2012.16257 02 29 0.15822  4.14e-04  15
  2012.16530 03 01 0.15818  4.14e-04  15
  2012.16803 03 02 0.15738  3.74e-04  12
  2012.17077 03 03 0.15720  4.13e-04  15
  2012.17350 03 04 0.15760  4.13e-04  15
  2012.17623 03 05 0.15735  4.13e-04  15
  2012.17896 03 06 0.15728  4.13e-04  15
  2012.18169 03 07 0.15716  4.13e-04  15
  2012.18443 03 08 0.15776  1.97e-04  13
  2012.18716 03 09 0.15747  4.13e-04  15
  2012.18989 03 10 0.15804  4.14e-04  15
  2012.19262 03 11 0.15812  4.14e-04  15
  2012.19536 03 12 0.15786  4.14e-04  15
  2012.19809 03 13 0.15768  4.13e-04  15
  2012.20082 03 14 0.15685  4.12e-04  15
  2012.20355 03 15 0.15652  4.12e-04  15
  2012.20628 03 16 0.15593  4.11e-04  15
  2012.20902 03 17 0.15640  4.12e-04  15
